+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                              ;
+------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:10:one_bit_aluX                             ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:9:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:9:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:9:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:9:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:8:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:8:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:8:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:8:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:7:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:7:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:7:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:7:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:6:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:6:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:6:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:6:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:5:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:5:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:5:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:5:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:4:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:4:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:4:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:4:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:3:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:3:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:3:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:3:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:2:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:2:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:2:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:2:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:1:one_bit_aluX|full_adder_1|adder2          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:1:one_bit_aluX|full_adder_1|adder1          ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:1:one_bit_aluX|full_adder_1                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|\ONE_BIT_ALU_GEN:1:one_bit_aluX                              ; 9     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_most|full_adder_1|adder2                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_most|full_adder_1|adder1                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_most|full_adder_1                                ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_most                                             ; 9     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_least|full_adder_1|adder2                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_least|full_adder_1|adder1                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_least|full_adder_1                               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u|one_bit_alu_least                                            ; 9     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|alu_u                                                              ; 69    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|register_file_u                                                    ; 50    ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|instruction_memory_u|address_decoder_u                             ; 32    ; 24             ; 2            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|instruction_memory_u                                               ; 34    ; 0              ; 2            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:31:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:31:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:31:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:30:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:30:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:30:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:29:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:29:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:29:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:28:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:28:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:28:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:27:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:27:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:27:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:26:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:26:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:26:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:25:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:25:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:25:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:24:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:24:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:24:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:23:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:23:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:23:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:22:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:22:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:22:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:21:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:21:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:21:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:20:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:20:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:20:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:19:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:19:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:19:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:18:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:18:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:18:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:17:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:17:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:17:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:16:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:16:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:16:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:15:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:15:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:15:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:14:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:14:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:14:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:13:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:13:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:13:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:12:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:12:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:12:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:11:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:11:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:11:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:10:adderX|adder2 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:10:adderX|adder1 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:10:adderX        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:9:adderX|adder2  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:9:adderX|adder1  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_pipelined_u|branch_calculator_u|branch_calculate_u|\adder_GEN:9:adderX         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
